,singer,sing,count,production,dist,time,sex,active_type
3700,오마이걸 (OH MY GIRL),Destiny (나의 지구),5306400,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,여성,그룹
3701,첸 (CHEN),그대에게,5151316,SM Entertainment,Dreamus,2019.10.06~2019.10.12,남성,솔로
3702,"Mena Massoud, Naomi Scott",A Whole New World,4955774,"Disney Enterprises,Inc.",Universal Music,2019.10.06~2019.10.12,혼성,그룹
3703,송하예,Say Goodbye,4869677,냠냠엔터테인먼트,카카오 M,2019.10.06~2019.10.12,여성,솔로
3704,EXO,Love Shot,4819926,SM Entertainment,Dreamus,2019.10.06~2019.10.12,남성,그룹
3705,첸 (CHEN),고운 그대는 시들지 않으리,4792371,SM Entertainment,Dreamus,2019.10.06~2019.10.12,남성,솔로
3706,서동현,문제 (Feat. 쿠기 (Coogie)),4776826,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3707,케이윌 (K.Will),네 앞에,4769722,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3708,BLACKPINK,Kill This Love,4734031,YG Entertainment,YG PLUS,2019.10.06~2019.10.12,여성,그룹
3709,"Ed Sheeran, Justin Bieber",I Don`t Care,4716201,Atlantic Records UK,Warner Music,2019.10.06~2019.10.12,남성,프로젝트
3710,폴킴,초록빛,4697618,뉴런뮤직,카카오 M,2019.10.06~2019.10.12,남성,솔로
3711,바이브 (Vibe),가을 타나 봐,4669354,메이저나인,지니뮤직,2019.10.06~2019.10.12,남성,그룹
3712,첸 (CHEN),그댄 모르죠,4477112,SM Entertainment,Dreamus,2019.10.06~2019.10.12,남성,솔로
3713,볼빨간사춘기,여행,4454741,쇼파르뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3714,임한별,이별하러 가는 길,4442840,모스트웍스,카카오 M,2019.10.06~2019.10.12,남성,솔로
3715,닐로 (Nilo),지나오다,4388406,닐로 컴퍼니,퍼플파인 엔터테인먼트,2019.10.06~2019.10.12,남성,솔로
3716,오마이걸 (OH MY GIRL),BUNGEE (Fall in Love),4333312,WM엔터테인먼트,카카오 M,2019.10.06~2019.10.12,여성,그룹
3717,Ed Sheeran,Shape of You,4311751,Atlantic Records UK,Warner Music,2019.10.06~2019.10.12,남성,솔로
3718,염따 (YumDDa),돈 Call Me (Prod. BRLLNT),4306482,"딩고뮤직, 염따",Dreamus,2019.10.06~2019.10.12,남성,솔로
3719,Ariana Grande,"thank u, next",4243137,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.10.06~2019.10.12,여성,솔로
3720,벤 (Ben),180도,4216547,메이저나인,지니뮤직,2019.10.06~2019.10.12,여성,솔로
3721,볼빨간사춘기,별 보러 갈래?,4185925,쇼파르뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3722,"화사(Hwa Sa), WOOGIE",가을속에서,4183141,RBW,카카오 M,2019.10.06~2019.10.12,혼성,프로젝트
3723,아이유 (IU),삐삐,4168836,카카오 M,카카오 M,2019.10.06~2019.10.12,여성,솔로
3724,"Marshmello, Anne-Marie",FRIENDS,4166422,Atlantic Records UK,Warner Music,2019.10.06~2019.10.12,혼성,프로젝트
3725,폴킴,만나볼래요,4142991,뉴런뮤직,카카오 M,2019.10.06~2019.10.12,남성,솔로
3726,Troye Sivan,Youth,4104840,Universal Music,Universal Music,2019.10.06~2019.10.12,남성,솔로
3727,송하예,새 사랑,4094607,더하기미디어,카카오 M,2019.10.06~2019.10.12,여성,솔로
3728,TWICE,Dance The Night Away,4050086,JYP Entertainment,Dreamus,2019.10.06~2019.10.12,여성,그룹
3729,"Woodie Gochild, 최엘비 (CHOILB), BIG Naughty (서동현), 영비, Chillin Homie쇼미더머니 8 Episode 2",바다 (Feat. 기리보이) (Prod. 기리보이),4017458,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,남성,프로젝트
3730,"Alan Walker, Sabrina Carpenter, Farruko",On My Way,4013362,MER Recordings,Sony Music,2019.10.06~2019.10.12,남성,프로젝트
3731,먼데이 키즈 (Monday Kiz),가을 안부,4000875,먼데이키즈 컴퍼니,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3732,장범준,당신과는 천천히,3934331,버스커버스커,카카오 M,2019.10.06~2019.10.12,남성,솔로
3733,양다일,너만 너만 너만,3921525,냠냠엔터테인먼트,카카오 M,2019.10.06~2019.10.12,남성,솔로
3734,백예린,그건 아마 우리의 잘못은 아닐 거야,3910511,JYP Entertainment,Dreamus,2019.10.06~2019.10.12,여성,솔로
3735,어반 자카파 (Urban Zakapa),서울 밤 (Feat. 빈지노),3900276,메이크어스엔터테인먼트,카카오 M,2019.10.06~2019.10.12,혼성,그룹
3736,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",비워 (Beer) (Prod. Way Ched),3895658,"딩고뮤직, Ambition Musik",카카오 M,2019.10.06~2019.10.12,남성,프로젝트
3737,첸 (CHEN),잘 자요,3858973,SM Entertainment,Dreamus,2019.10.06~2019.10.12,남성,솔로
3738,세븐틴,독 _ Fear,3843570,플레디스,"지니뮤직, Stone Music Entertainment",2019.10.06~2019.10.12,남성,그룹
3739,Charlie Puth,Attention,3832537,Artist Partners,Warner Music,2019.10.06~2019.10.12,남성,솔로
3740,X1 (엑스원),웃을 때 제일 예뻐,3832136,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",2019.10.06~2019.10.12,남성,그룹
3741,우디(Woody),대충 입고 나와,3828150,인디안레이블,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3742,Ariana Grande,7 rings,3819307,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.10.06~2019.10.12,여성,솔로
3743,하은 (라코스테남),비오는 날 뭐해,3781864,인디안레이블,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3744,TWICE,YES or YES,3777041,JYP Entertainment,Dreamus,2019.10.06~2019.10.12,여성,그룹
3745,폴킴,Young Selfish,3769102,뉴런뮤직,카카오 M,2019.10.06~2019.10.12,남성,솔로
3746,넬 (Nell),오분 뒤에 봐,3759917,스페이스보헤미안,카카오 M,2019.10.06~2019.10.12,남성,밴드
3747,볼빨간사춘기,Taste,3732644,쇼파르뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3748,Alan Walker,"All Falls Down (Feat. Noah Cyrus, Digi...",3724347,MER Musikk,Sony Music,2019.10.06~2019.10.12,남성,솔로
3749,"pH-1, Kid Milli, 루피 (Loopy)",Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),3692322,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,남성,프로젝트
3750,"앤씨아, HYNN(박혜원)",헤어질 자신 있니 (Narr. SBS 박선영 아나운서),3691749,제이플래닛 엔터테인먼트,NHN벅스,2019.10.06~2019.10.12,여성,프로젝트
3751,홍진영,오늘 밤에,3688834,뮤직K,카카오 M,2019.10.06~2019.10.12,여성,솔로
3752,존박,이상한 사람,3648398,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,2019.10.06~2019.10.12,남성,솔로
3753,케이시 (Kassy),진심이 담긴 노래 (True Song),3624996,넥스타엔터테인먼트,카카오 M,2019.10.06~2019.10.12,여성,솔로
3754,우디(Woody),이 노래가 클럽에서 나온다면,3596103,인디안레이블,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3755,"Khalid, Disclosure",Talk,3593516,"Right Hand Music Group, LLC/RCA Records",Sony Music,2019.10.06~2019.10.12,남성,솔로
3756,볼빨간사춘기,나의 사춘기에게,3551942,쇼파르뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3757,"윤비(YunB), 영비(Young B)",트루먼 쇼,3536489,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,남성,프로젝트
3758,방탄소년단,소우주 (Mikrokosmos),3495522,빅히트 엔터테인먼트,Dreamus,2019.10.06~2019.10.12,남성,그룹
3759,장덕철,그날처럼,3473383,리메즈,카카오 M,2019.10.06~2019.10.12,남성,그룹
3760,케이윌 (K.Will),내 생에 아름다운,3467741,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,2019.10.06~2019.10.12,남성,솔로
3761,Charlie Puth,One Call Away,3465602,Artist Partners,Warner Music,2019.10.06~2019.10.12,남성,솔로
3762,양다일,고백,3403960,브랜뉴뮤직,카카오 M,2019.10.06~2019.10.12,남성,솔로
3763,"Lauv, Anne-Marie","fuck, i`m lonely",3338790,뮤직테이블,NHN벅스,2019.10.06~2019.10.12,남성,솔로
3764,벤 (Ben),열애중,3326005,메이저나인,지니뮤직,2019.10.06~2019.10.12,여성,솔로
3765,Camila Cabello,Havana (Feat. Young Thug),3324671,Syco Music/Epic,Sony Music,2019.10.06~2019.10.12,여성,솔로
3766,Pink Sweat$,Honesty,3199104,"Human Re Sources, LLC",Warner Music,2019.10.06~2019.10.12,남성,솔로
3767,권진아,시계 바늘,3194395,안테나뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3768,멜로망스(Melomance),선물,3179898,"민트페이퍼, 광합성",카카오 M,2019.10.06~2019.10.12,남성,듀엣
3769,Adam Levine,Lost Stars,3141801,Interscope Records,Universal Music,2019.10.06~2019.10.12,남성,솔로
3770,지코 (ZICO),걘 아니야,3141458,KOZ 엔터테인먼트,카카오 M,2019.10.06~2019.10.12,남성,솔로
3771,Shawn Mendes,If I Can`t Have You,3114375,"Island Records, a division of UMG Recordings, Inc.",Universal Music,2019.10.06~2019.10.12,남성,솔로
3772,임창정,하루도 그대를 사랑하지 않은 적이 없었다,3106850,NH EMG,인터파크,2019.10.06~2019.10.12,남성,솔로
3773,"Lauv, Troye Sivan",i`m so tired...,3087141,뮤직테이블,NHN벅스,2019.10.06~2019.10.12,남성,프로젝트
3774,하은 (라코스테남),신용재,3083464,인디안레이블,지니뮤직,2019.10.06~2019.10.12,남성,솔로
3775,황인욱,취하고 싶다 (Prod. By 전태익),3072471,678 MUSIC,뮤직파운드,2019.10.06~2019.10.12,남성,솔로
3776,오마이걸 (OH MY GIRL),다섯 번째 계절 (SSFWL),3026269,WM엔터테인먼트,카카오 M,2019.10.06~2019.10.12,여성,그룹
3777,Imagine Dragons,Thunder,3016751,"KIDinaKORNER, Interscope Records",Universal Music,2019.10.06~2019.10.12,남성,그룹
3778,양다일,미안해,3009012,브랜뉴뮤직,카카오 M,2019.10.06~2019.10.12,남성,솔로
3779,Charlie Puth,We Don`t Talk Anymore (Feat. Selena Go...,2988477,Artist Partners,Warner Music,2019.10.06~2019.10.12,남성,솔로
3780,헤이즈 (Heize),비도 오고 그래서 (Feat. 신용재),2983587,Stone Music Entertainment,지니뮤직,2019.10.06~2019.10.12,여성,솔로
3781,X1 (엑스원),U GOT IT (X1 Ver.),2956467,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",2019.10.06~2019.10.12,남성,그룹
3782,The Chainsmokers,Closer (Feat. Halsey),2900074,"Disruptor Records, Columbia",Sony Music,2019.10.06~2019.10.12,남성,듀엣
3783,볼빨간사춘기,낮 (Day off),2892811,쇼파르뮤직,카카오 M,2019.10.06~2019.10.12,여성,솔로
3784,Justin Bieber,Love Yourself,2878036,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,2019.10.06~2019.10.12,남성,솔로
3785,10cm,방에 모기가 있어 (Do You Think Of Me?),2875788,매직스트로베리사운드,카카오 M,2019.10.06~2019.10.12,남성,솔로
3786,"Jvcki Wai, Young B, Osshun Gum, 한요한",띵 (Prod. By 기리보이),2862136,"인디고뮤직, 딩고뮤직",카카오 M,2019.10.06~2019.10.12,혼성,프로젝트
3787,Post Malone,Goodbyes (Feat. Young Thug),2859967,"Republic Records, a division of UMG Recordings,Inc",Universal Music,2019.10.06~2019.10.12,남성,솔로
3788,Maroon 5,Memories,2842236,222 Records/Interscope Records,Universal Music,2019.10.06~2019.10.12,남성,밴드
3789,Fitz & The Tantrums,HandClap,2826325,Elektra,Warner Music,2019.10.06~2019.10.12,혼성,밴드
3790,(여자)아이들,Uh-Oh,2822640,큐브엔터테인먼트,카카오 M,2019.10.06~2019.10.12,여성,그룹
3791,제니 (JENNIE),SOLO,2815022,YG Entertainment,YG PLUS,2019.10.06~2019.10.12,여성,솔로
3792,Alan Walker,Faded,2806404,MER Musikk,Sony Music,2019.10.06~2019.10.12,남성,솔로
3793,Shawn Mendes,There`s Nothing Holdin` Me Back,2805852,"Island Records, a division of UMG Recordings, Inc.",Universal Music,2019.10.06~2019.10.12,남성,솔로
3794,화사(Hwa Sa),멍청이(twit),2805826,RBW,카카오 M,2019.10.06~2019.10.12,여성,솔로
3795,"염따, 창모",Don`t Touch My Phone (Feat. Zoorumpug),2792424,"Ambition Musik, 염현수","지니뮤직, Stone Music Entertainment",2019.10.06~2019.10.12,남성,프로젝트
3796,Post Malone & Swae Lee,Sunflower (Spider-Man _ Into The Spide...,2791826,Universal Music,Universal Music,2019.10.06~2019.10.12,남성,프로젝트
3797,이하이,누구 없소 (NO ONE) (Feat. B.I of iKON),2779862,YG Entertainment,YG PLUS,2019.10.06~2019.10.12,여성,솔로
3798,"기리보이, Kid Milli, NO:EL, 스윙스 (Swings)",flex (Prod. By 기리보이),2778378,"인디고뮤직, 딩고뮤직",카카오 M,2019.10.06~2019.10.12,남성,그룹
3799,이소라,신청곡 (Feat. SUGA of BTS),2772077,에르타알레,NHN벅스,2019.10.06~2019.10.12,여성,솔로
3800,악동뮤지션 (AKMU),"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",52291274,YG Entertainment,YG PLUS,2019.10.13~2019.10.19,혼성,듀엣
3801,헤이즈 (Heize),떨어지는 낙엽까지도,42506364,"Stone Music Entertainment, Studio blu",지니뮤직,2019.10.13~2019.10.19,여성,솔로
3802,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,42200590,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",2019.10.13~2019.10.19,남성,솔로
3803,송하예,새 사랑,40746149,더하기미디어,카카오 M,2019.10.13~2019.10.19,여성,솔로
3804,임재현,조금 취했어 (Prod. 2soo),33726716,"엔에스씨컴퍼니, 디원미디어",카카오 M,2019.10.13~2019.10.19,남성,솔로
3805,장덕철,있어줘요,32822604,리메즈,카카오 M,2019.10.13~2019.10.19,남성,그룹
3806,볼빨간사춘기,워커홀릭,29083647,쇼파르뮤직,카카오 M,2019.10.13~2019.10.19,여성,솔로
3807,폴킴,안녕,28956131,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,남성,솔로
3808,폴킴,허전해,28897384,뉴런뮤직,카카오 M,2019.10.13~2019.10.19,남성,솔로
3809,전상근,사랑이란 멜로는 없어,27593291,스튜디오 오드리,카카오 M,2019.10.13~2019.10.19,남성,솔로
3810,마크툽 (Maktub),오늘도 빛나는 너에게 (To You My Light) (Feat.이라...,26612983,MAKTUB Company,Warner Music,2019.10.13~2019.10.19,남성,솔로
3811,HYNN(박혜원),시든 꽃에 물을 주듯,25485531,엔터테인먼트뉴오더,카카오 M,2019.10.13~2019.10.19,여성,솔로
3812,송하예,니 소식,23506139,더하기미디어,카카오 M,2019.10.13~2019.10.19,여성,솔로
3813,케이시 (Kassy),가을밤 떠난 너,22659190,넥스타엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3814,TWICE,Feel Special,21439943,JYP Entertainment,Dreamus,2019.10.13~2019.10.19,여성,그룹
3815,거미,기억해줘요 내 모든 날과 그때를,21168262,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3816,황인욱,포장마차,20940436,How엔터테인먼트,NHN벅스,2019.10.13~2019.10.19,남성,솔로
3817,Anne-Marie,2002,19425308,Atlantic Records UK,Warner Music,2019.10.13~2019.10.19,여성,솔로
3818,헤이즈 (Heize),만추 (Feat. Crush),19099386,"Stone Music Entertainment, Studio blu",지니뮤직,2019.10.13~2019.10.19,여성,솔로
3819,태연 (TAEYEON),그대라는 시,18057976,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3820,임재현,사랑에 연습이 있었다면 (Prod. 2soo),17922000,"엔에스씨컴퍼니, 디원미디어",카카오 M,2019.10.13~2019.10.19,남성,솔로
3821,"장혜진, 윤민수",술이 문제야,17857138,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",2019.10.13~2019.10.19,혼성,프로젝트
3822,휘인,헤어지자 (Prod. 정키),17797833,RBW,카카오 M,2019.10.13~2019.10.19,여성,솔로
3823,"Shawn Mendes, Camila Cabello",Senorita,17398409,"Island Records, a division of UMG Recordings, Inc.",Universal Music,2019.10.13~2019.10.19,혼성,프로젝트
3824,펀치 (Punch),가끔 이러다,17009122,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3825,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,16124517,먼데이키즈 컴퍼니,카카오 M,2019.10.13~2019.10.19,남성,솔로
3826,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",16028823,SM Entertainment,Dreamus,2019.10.13~2019.10.19,남성,솔로
3827,첸 (CHEN),우리 어떻게 할까요,15800441,SM Entertainment,Dreamus,2019.10.13~2019.10.19,남성,솔로
3828,Billie Eilish,bad guy,15426926,"Darkroom, Interscope Records",Universal Music,2019.10.13~2019.10.19,여성,솔로
3829,지코 (ZICO),"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",14592154,KOZ 엔터테인먼트,카카오 M,2019.10.13~2019.10.19,남성,솔로
3830,방탄소년단,작은 것들을 위한 시 (Boy With Luv) (Feat. Hals...,14416292,빅히트 엔터테인먼트,Dreamus,2019.10.13~2019.10.19,남성,그룹
3831,벤 (Ben),헤어져줘서 고마워,13999865,메이저나인,지니뮤직,2019.10.13~2019.10.19,여성,솔로
3832,10cm,나의 어깨에 기대어요,13652417,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,남성,솔로
3833,폴킴,너를 만나,13270762,뉴런뮤직,카카오 M,2019.10.13~2019.10.19,남성,솔로
3834,펀치 (Punch),Done For Me,13174677,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3835,태연 (TAEYEON),사계 (Four Seasons),12904441,SM Entertainment,Dreamus,2019.10.13~2019.10.19,여성,솔로
3836,"창모, Hash Swan, ASH ISLAND, 김효은",BAND,12805016,앰비션뮤직,"지니뮤직, Stone Music Entertainment",2019.10.13~2019.10.19,남성,프로젝트
3837,벤 (Ben),내 목소리 들리니,12755883,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3838,악동뮤지션 (AKMU),달,12616710,YG Entertainment,YG PLUS,2019.10.13~2019.10.19,혼성,듀엣
3839,Naomi Scott,Speechless (Full),12557277,"Disney Enterprises,Inc.",Universal Music,2019.10.13~2019.10.19,여성,솔로
3840,지코 (ZICO),사람,12480010,KOZ 엔터테인먼트,카카오 M,2019.10.13~2019.10.19,남성,솔로
3841,김나영,솔직하게 말해서 나,12116944,네버랜드엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3842,닐로 (Nilo),벗,11898417,리메즈,Universal Music,2019.10.13~2019.10.19,남성,솔로
3843,V.O.S,다시 만날까 봐,11814546,J-SOUL COMPANY,카카오 M,2019.10.13~2019.10.19,남성,그룹
3844,기리보이(Giriboy),호랑이소굴 (Feat. Jvcki Wai),11731725,린치핀뮤직,카카오 M,2019.10.13~2019.10.19,남성,솔로
3845,케이시 (Kassy),그때가 좋았어,11644865,넥스타엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3846,헤이즈 (Heize),내 맘을 볼 수 있나요,11571478,냠냠엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3847,다비치,너에게 못했던 내 마지막 말은,11451521,Stone Music Entertainment,지니뮤직,2019.10.13~2019.10.19,여성,듀엣
3848,선미,날라리 (LALALAY),11267486,메이크어스엔터테인먼트,카카오 M,2019.10.13~2019.10.19,여성,솔로
3849,장범준,노래방에서,11126979,버스커버스커,카카오 M,2019.10.13~2019.10.19,남성,솔로
3850,Lauv,Paris In The Rain,11121162,뮤직테이블,NHN벅스,2019.10.13~2019.10.19,남성,솔로
3851,ITZY (있지),ICY,10736182,JYP Entertainment,Dreamus,2019.10.13~2019.10.19,여성,그룹
3852,이우,이별행동,10426037,케이에이치컴퍼니,카카오 M,2019.10.13~2019.10.19,남성,솔로
3853,잔나비,주저하는 연인들을 위해,9832733,페포니 뮤직,카카오 M,2019.10.13~2019.10.19,남성,밴드
3854,이우,내 안부,9740155,소리바다,소리바다,2019.10.13~2019.10.19,남성,솔로
